"","review","rating"
"1059","If you like ""Othello,"" you'll love this flick since half the movie revolves around the stage production of the play.<br /><br />The film has a great cast with Signe Hasso and Shelley Winters as the women in Colman's life while Edmond O'Brien plays the enterprising press agent.<br /><br />A couple of the supporting players I particularly liked were Millard Mitchell as the grizzled reporter who finds an angle and Joe Sawyer, the 1940's answer to Drew Carey, who plays the cop on the case.<br /><br />Great raw moments in this one with noir realism throughout.",1
"1060","It's hard to watch this movie without thinking forward to the television show it would become, especially if, like me, you happen to like the TV show more. But there's a lot to be said for the source.<br /><br />Oscar Madison (Walter Matthau) is a top New York City sportswriter who lives in an eight-room apartment by himself, a casualty of divorce and his own stubbornly sloppy mindset. Enter his friend Felix Ungar (Jack Lemmon), needing a place to live after his wife threw him out for his stubbornly neatnik mindset. The result is a train wreck and one of the most beloved movie adaptations of a Neil Simon stage play.<br /><br />First thing's first: I love that apartment! Poker table, novelty dart board, askew photos of baseball players, empty booze and beer containers, even a pair of Roman columns. It's a place where men can be boys. Simon and director Gene Saks do a great job opening up the stage play's single set, Oscar's living room, by moving the action into the bedrooms and kitchen and giving the mounting tension between Oscar and Felix more corners to bounce off of.<br /><br />Neal Hefti's familiar score was heard on the TV show, but never so sweepingly orchestrated as it is here, in several different arrangements that make the on-screen action soar whenever its played. Real location work and night shots of Manhattan give the film an energy common to films shot in that place and time (""Buddwing,"" ""The World Of Henry Orient,"" ""Midnight Cowboy,"" ""Manchurian Candidate,"" ""Rosemary's Baby,"" etc.)<br /><br />Are Lemmon and Matthau too heavy in comparison to Tony Randall and Jack Klugman? To be fair, the movie is meant to be a more serious affair, dealing with the then-uncommon condition of mid-life divorce and the frustration inherent in not being able to make a relationship work. Simon has more in mind than entering Felix and Oscar in a game of ""Password"" or a battle of wits with Howard Cosell. But I don't know...<br /><br />Both Lemmon and Matthau were terrific comedians I enjoy watching especially in the middle of this film as I often do in their separate movies, but I never understood why they were regarded as a great comedy team. Here, in their best-regarded partnership, they seem to be acting in two different films; Lemmon in a comedy-drama and Matthau in a farce. Matthau is great in the beginning, charming us with his teddy-bear demeanor around the poker table, but near the end of the film he takes a turn much like Jack Torrance's in ""The Shining,"" reacting to Felix cleaning up his apartment and serving tasty food to his friends in a way that totally upsets the delicate balance of blame.<br /><br />While the ending bothers me, the part many see as the most jarring, the beginning, works fine as I see it. Watching Felix stumbling around trying to kill himself isn't great comedy, no, but it's a good way to get into a great comedy, setting us up with some real-life pain before bringing in the warmth and laughter. (Plus it has some great shots of the seedier parts of the city.) In the middle of the movie, this scene would have been a miscalculation, but it works as a way of establishing Felix's torment and a sense of sharp relief to come when we see Oscar and his poker friends bicker and feud.<br /><br />That's where Simon's lines are so great. They are the underlying strength of the film. He gets the banter exactly right and real, and still makes it funny. ""I don't mind you talking, Felix. You got things to say. What's scaring me is I'm beginning to listen."" The TV show showed how wrong it is to assume the movie is always better, in fact the TV show once made a good point about ""assuming"" anything at all, but the movie makes for a solid foundation and is a joy in its own right.",1
"1061","While the original 1932 version, with Preston Foster, was good, there's no remake more worthy than this 1959 one, or more impossible to find anywhere, just as I strongly suspect Mickey Rooney to have had something to do with that. Never could a mere performance have ever been so masterfully brilliant, or a script more thought-provoking, as well as an improvement upon the original. Many years after the last of my several viewings of this film, in 1970, I read an article in which Mickey Rooney was recounting a visit he'd made to death row, and which had apparently very drastically eliminated whatever sense of personal identification he'd felt with people in similar circumstances. The article was about as short as the main character here, and didn't cover much, other than the extent to which his extreme disillusionment with the quality of the inmates themselves had been emphasized, even in language I would not care to explicitly quote here. . . . . One of my main problems with capital punishment is that, of course, it is not evenly, impartially applied, just as many innocent people are far-too-carelessly, thus unnecessarily sent to meet this particular fate. Another problem I have with it is that it is not applied swiftly enough, or, for that matter, even publicly enough! The bible makes a special point, in such cases, about one of the more important purposes of such, as a deterrent, being ineffectually obscured, minus, not only a public viewing, but also the direct participation of all! As for those who claim to prove, statistically, that such is not an effective deterrent? In addition to having a problem about the reliability of their data, I have little if any objectively disprovable doubt many are behind bars now due to the extent that such a deterrent is lacking. However, I do have a problem about the fact that Robert Duvall, in The Apostle, had been punished at all, for his particular ""crime,"" or that the only hope of leniency for one such as he would have to be based on a ""temporary insanity"" defense, as though that would serve as the only acceptable excuse in his kind of case. . . . In addition to various other questions concerning the motives of Mickey Rooney for that particular visit he'd recounted, and about the answers to which I can only try to speculate, I suspect the main one had been of a decidedly religious nature. I don't know exactly when he'd become the professing Christian he now makes it a special point, whenever possible, to emphasize that he is; but, as anybody should be well-aware, this particular category of people tends to be the most vehemently out for blood, when it comes to extracting an eye for an eye. However, I have no particular bone of contention concerning that, per se, just as there's no doubt, scripturally speaking, that not all, and perhaps not even most, shall be spared the same ultimate fate, at the hands of the Lord Himself, as a result of His sacrifice on the cross. However, there is a problem, for me, about the spirit or attitude with which most professing Christians emphasize their enthusiasm for capital punishment; for, contrary to the Lord Himself, who would love to see everybody saved (Ezekiel 18:32) (II Peter 3:9), they seem to go vindictively out of their way to find reasons to condemn! . . . What most people, on either side of this superlatively ever-burning issue, cannot appear to sufficiently appreciate, is that the Lord is as dynamically and elusively soft in nature as He is hard. The two sides of His nature appear to be so inherently incompatible as to render Him mentally deranged, at least by any strictly human reckoning. Yet, regardless of how harrowingly ungraspable this miraculously dynamic blending of the water and oil in His nature surely is, there can be no doubt that anything short of it, or anything fanatically and characteristically on either one side or the other of this equation, falls inadequately and unacceptably short of the entire judicial truth. Indeed, I've seen the most blood-curdling thirst for the same come out, self-contradictorily enough, on far-too-many occasions, whenever the categorically anti-death penalty advocates are confronted, even in the most rationally well-balanced ways, with the fact that, although the Lord died for everybody, not all are thereby going to be saved. After-all, in order to receive absolution, one must, to repeat the same term, reach out and receive it, that is, repent (Luke 13:3-5). Could anything make more sense? . . . But, then, what about the Lord's command to forgive, even in the case of one's enemies, of those who despise and persecute you without a just cause or provocation? One of the far-too-prevailing difficulties with this kind of sentimentality, as popularly misinterpreted, is the way it obscuringly over-simplifies the real meaning of forgiveness. The act of forgiveness does not, in itself, mean the same thing as unconditionally excusing the one being forgiven. When one takes a clearly sober, rationally well-balanced view here, from the perspective of God's own attitude, all it actually amounts to is a fervent wish that the one forgiven will ultimately succeed at finding his way, seeing the light, and being granted mercy. This attitude is, of course, the very opposite of, say, that of Jonah, who actually resented it when God told him that his preaching to the people of Nineveh would result in their repentance. Jonah didn't want them to repent, but vindictively desired that they be destroyed. How self-righteously, cold-bloodedly like unto most professing Christians he was, save that even his reasons were undoubtedly better than most! I envy Jonah almost as much as he would me! However, minus the repentance of the one being forgiven, any forgiveness he may receive from a genuine Christian is not going to do him any good. In such a case, the only one to benefit is the real Christian himself!",1
"1062","I wanted to see the movie because of an article in a film magazine. It wasn't a highly recommended one by the critic. The storyline is different and I am sure that it could have been a good movie if it was in right hands. Directing and acting were awful!! I had the feeling of watching a movie which was made a bunch of amateurs. Although the movie started promisingly, it got worse and worse. I think this is an unoriginal movie with awkward characters.. I still think that it is worth watching as I haven't seen films subjecting gay porn. Don't keep your expectations high though,then you will be very disappointed. * out of *****",0
"1063","This had to be one of the worst films ever. When Kate shows up and Jed is with a bunch of guys and they all start clapping...so Hollywood. Another bad scene was when Kate was running her hands over the pavement it appeared that she was examining the texture of the pavement. Andie's acting is so bad in this film - I could not connect with them or feel there love for each other. The other 2 women however were very good and overshadowed Andie. Anyway this was such a campy movie. I usually like these type of films but I just couldn't get into this film. Too many unlikely situations and again Andie's acting didn't help the film. Also, she is all gums. Lancome must put her makeup on with a putty knife because she looks glamorous in the commericals.",0
"1064","I can't believe I am just now seeing this film -- I think perhaps I thought it was another movie about slaves being mistreated, and I avoided Roots for the same reason -- just as I have yet to see Schindler's List -- I don't want to be ""entertained"" by other peoples' pain, not matter how authentic or informative it is supposed to be.<br /><br />So I guess the main thing I noticed about The Color Purple was that it was not about black people being mistreated by whites. The black people were perfectly capable of raping their own daughters -- or giving them away to be treated as slaves by their ""husbands"". It was painful to watch, but everyone redeemed himself in the end, and the acting was phenomenal! I couldn't believe the character Oprah played at the age of 35! And I adore Whoopi to start with - she was amazing. I'm so glad I was feeling lousy yesterday afternoon and Showtime was running The Color Purple.",1
"1065","i thought it was pretty interesting my social studies/language arts teacher was the police chief guy that was holding the microphone on the water barrel part =D i was excited my teacher is in some commercials he was in a gas/coffee/phone/play station commercial its nice seeing him on TV he was also on everybody hates Chris except he always get the small part la la why do we have to right 10 lines thats so stupid -_- i think I'm done never mind I'm still not done what is this a joke? why do we have to go all the way to line ten... really what's the point of it??!! i will just right random words for now -_- maple story is fun i love my friends",1
"1066","The original movie ( dated 19??)did not show any ""monster"" , it just SUGGESTED scary ""things"" , .<br /><br />This version however shows every aspect of a ""sick minded ghost"" , including unnecessary special effects . <br /><br />The ""mystery "" ,as presented in the original movie , was the most scary part : one simply did not know what was causing the weird things that happened. By showing the face of the ""old man"" , this Mister has completely disappeared. Even worse : the special effects ( crying wooden children faces) is ridiculous. This is a stupid remake , too obviously spectacular to even be close as scary as the original",0
"1067","Solid comedy entertainment, with musical interludes, it generates a fast pace that carries proceedings along in zestful tempo through a maze of humorous and chiller complications. Boris Karloff, Bela Lugosi and Peter Lorre form a strong setup of sinister villainy. The script contains all the standard mystery film props-sliding panels, secret passageways, thunder and lightning and poisoned blow-darts. Karloff, Lugosi and Lorre go in for heavy leers and obvious melodramatics of the gaslit era. Kay Kyser and his band offered great entertainment for the people living in the 1940's who were trying to forget about the horror's of World War II.",0
"1068","This is an attempt, by both author Edgar Rice Burroughs and filmmakers, at an Arabian ""Tarzan of the Apes"". But, this desert-set film shows none of the majesty present in Burroughs' more successful jungle adventure. The focus is on the love between handsome English noble Jon Hall (as ""El 'Lion"" Chatham) and exotic Arab beauty Kathleen Burke (as ""Princess"" Eulilah), with revenge happening to coincide with their urge to merge. The opening states that, although guilty of conduct unbecoming, the lad's mother is living - but, she never re-enters the picture. Unfortunately, ""The Lion Man"" has deteriorated, and is looks like it's missing footage.<br /><br />*** The Lion Man (1936) John P. McCarthy ~ Jon Hall, Kathleen Burke, Ted Adams",0
"1069","0*'s Christian Slater, Tara Reid, Stephen Dorff, Frank C. Turner, Mathew Walker, Will Sanderson. Directed by Uwe Boll.<br /><br />Based on the video game director Uwe Boll attempts to recreate the game into an action-packed nail biter sadly he doesn't succeed. Instead he makes one of the worst movies ever MADE! Even though he gets minor celebrity such as Christian Slater, Tara Reid and Stephen Dorff his movie lacks the necessary fundamentals that a movie needs to be good such as a story line, and some basic relativity of what's going on in the dark and the light. The movie bounces all around and Uwe Boll has no creative control. And not to mention the bad CGI used on making the monsters. Even though they did look cool and the feedings were well, a little lame. Honestly this is one of the worst movies ever made. My final rating 0/10.",0
"1070","I do not even want to call this thing a film - it is a movie that should not have won any awards. The acting was horrible as were the silly scenarios. This is exactly the sort of film that so many folks think caters to an NRI audience but is in fact loathed abroad for its awkwardness and the overwhelming sense of ""trying"" throughout the movie. <br /><br />I find it strange that so many actors conversant with the English language have such a hard time doing so convincingly in front of the camera. I'm sure many readers know what I am talking about - all those token English phrases thrown into a movie, in Hindi and in regional cinema for cool points. There are few Indian movies in which the English seems completely genuine - Being Cyrus was a recent one. Although not a great film, it was a good film and the language did not seem ""put on"". <br /><br />I feel ashamed that P3 was awarded the NFA in 2005. The only semi-enjoyable parts of this rubbish were Konkana and a somewhat catchy background score. Other than that, do not even waste your time with this film.",0
"1071","I grew up watching and loving TNG. I just recently finished watching the entire series ST Voyager on DVD, which may have heightened my sense of disgust with this episode, as the difference in style and approach between the two shows couldn't be more stark. The idea may have been good if used as an opportunity to further expand Riker's character, which is how it probably would have been treated on VOY. They could have featured memories that would be ""new"" to the audience, rather than simply regurgitating old show clips. The in and out transitions between the ""memories"" and the ""present"" in this episode start as cliché in the beginning, and very quickly become intolerable as the tired pattern wears on and on. Bar none- worst episode ever.",0
"1072","This film is one of the best shorts I've ever seen - and as I make it a point to be at all the major film festivals, I've seen a lot, especially of what the industry considers ""the best."" I'm not a fan of Monaghan. His acting generally tends to be overdone and uninteresting to me, his only decent performance being in Lost, so I generally try to avoid his films. I did, however, happen to see this at a film festival a few years back and was completely awed. This director really knows what she's doing. Of course, you are going to get the trolls (or just ignorant people) who don't understand what constitutes a good film and rip on low budget work because they have no idea what went into it. But luckily, from what I've seen, they are in the minority when it comes to this gem.<br /><br />Let's not deny that the film was working on no budget, and that a couple of the supporting actors could still use work, because that's certainly true. The production value is very low, but what can you expect for a first real film from someone still in high school? Pretend for a moment that the budget doesn't matter. If you take away a bit of the acting, the sound quality (which actually wasn't the fault of the filmmaker; I saw this at a festival and the sound was fine...I guarantee whoever made the DVD itself screwed up), and the fact it was shot on mini-DV, then what are you left with? The story, the visual composition and the soul of the film, which are indisputably flawless.<br /><br />Nanavati can tell a story. That much is clear. She can write substance-heavy, engaging scripts better than most people in Hollywood, create a shot list that perfectly compliments that story, and bring it to life in a fascinating, creative way that, were this higher budget, might have won awards. Give it more experienced actors, better sound post-production, and 35mm instead of mini-DV and even the trolls couldn't complain. This girl is incredible, and keeping in mind that Insomniac was made a good few years ago, she's done some amazing work since. The trailer for Dreams of an Angel shows that, and I can't wait to see the higher budget stuff she's done. 9/10 stars, this is one hell of a movie from one hell of a filmmaker.",1
"1073","I hate how this movie has absolutely no creative input. I know they're going for realism, but to be frank I just don't want realism. Realism is boring. If I want to see daily life, I'll uhm, live. Tell me an interesting story and we'll talk. I can deal with the low production values, hell I'm a sucker for low production values, but at least work in some good ideas. The direction only goes as far as grabbing a camcorder and walking around a bit, but obviously I'm supposed to dig that because it makes stuff so much more realistic. Hitchcock used to say drama was essentially life with the dull bits cut out. I can only conclude this is not drama, not by a long shot. We get to see Rosetta walking to someplace, Rosetta working in a bakery, Rosetta eating a waffle, Rosetta carrying around bags of far, Rosetta walking back home, Rosetta walking someplace...it's just not that entertaining. There isn't really a deeper meaning either. I got so bored I started looking for some reflections on life in this movie but it's just plain realism, the most overrated quality in the business. I guess I'm supposed to love this, but come on, there's nothing in there.",0
"1074","Before I see on this film, I see a lot of comments, which everyone has a great view of the film good or bad...<br /><br />What I really want to point out is the acting on Woody Harrelson behalf, he may not be in many parts of the film, but when he appears or even the intro, I was astonished by Will Smith's and Woody Harrelson ""message"" they tried to create and maybe slip the entire plot until the end to really understand what is going on.<br /><br />I am not a very sentimental person, I believe that a good deed should not have remorse or pity behind it. But a act to show redemption, there is not many films that in my point of view can show this. This is one of them that can.<br /><br />I agree with one person that commented about this film showing acts of ""suicide"" is a downfall, however I do not believe that is the ""message"" the film is trying to send, but ""sacrifice"". A bit to the extreme, but that is the message in MY opinion.<br /><br />This film has potential. The acting it is worth every penny, the script is unbelievable. from a person that doesn't really like watching drama films... if you like drama this is a must go watch.",1
"1075","If you like Jamie Foxx,(Alvin Sanders),""Date From Hell"",'01, you will love his acting as a guy who never gets an even break in life and winds up messing around with Shrimp, (Jumbo Size) and at the same time lots of gold bars. Alvin Sanders has plenty of FBI eyes watching him and winds up getting hit by a brick in the jaw, and David Morse,(Edgar Clenteen), ""Hack"" '02 TV Series, decides to zero in on poor Alvin and use him as a so called Fish Hook to attract the criminals. There is lots of laughs, drama, cold blood killings and excellent film locations and plenty of expensive cars being sent to the Junk Yard. Jamie Foxx and David Morse were outstanding actors in this film and it was great entertainment through out the entire picture.",1
"1076","EXTREMITIES <br /><br />Aspect ratio: 1.85:1<br /><br />Sound format: Mono<br /><br />A woman turns the tables on a would-be rapist when he mounts an assault in her home, and is forced to decide whether to kill him or inform the police, in which case he could be released and attack her again.<br /><br />Exploitation fans who might be expecting another rough 'n' ready rape fantasy in the style of DAY OF THE WOMAN (1978) will almost certainly be disappointed by EXTREMITIES. True, Farrah Fawcett's character is subjected to two uncomfortably prolonged assaults before gaining the upper hand on her attacker (a suitably slimy James Russo), but scriptwriter William Mastrosimone and director Robert M. Young take these unpleasant scenes only so far before unveiling the dilemma which informs the moral core of this production. Would their final solution hold up in a court of law? Maybe...<br /><br />Based on a stage play which reportedly left its actors battered and bruised after every performance, the film makes no attempt to open up the narrative and relies instead on a confined setting for the main action. Acing and technical credits are fine, though Fawcett's overly subdued performance won't play effectively to viewers who might be relying on her to provide an outlet for their outraged indignation.",0
"1077","Hidden Frontier has been talked about and reported on by several news agencies for their long commitment to creating the best Star Trek stories and to providing an example of the togetherness that was Gene Roddenberry's mission. Their focus on homosexuality, depression, war, and acceptance of different races is on par or exceeds those of the other Trek series and movies. The production value started off as smaller and choppy but over the 7 seasons of production the acting has improved, the stories are more complex, and the visual graphics have gotten smoother and more impressive. In season 6 episode 1, Countermeasures, there is one of the biggest space battles in Trek history. The ships are rendered well and the space battles are impressive and exciting. The real draw to Frontier is not the ships or the backgrounds, but it is the people and the interplay and growth of characters. There are also nods to other Trek series and movies with places and characters we all know. I recommend any Trek fan to check out Countermeasures and you will be hooked!",1
"1078","The movie begins a with mentally-challenged girl with bright yellow sneakers looking skyward on a Madrid street corner and being spellbound by a passing plane. The movie examines the life of five women<U+0097>Adela, Leire, Maricarmen, Anita & Isabel<U+0097>who have completely different lives and choices of shoes. Their shoes is the first superficial, yet affixed with some glancing meaning, clue we get at their fragile identities. In a theatrically embroidered and embellished way, a podiatrist tries to esoterically reveal the deepest secrets of a woman's souls by the sole of her feet. The premise is risky and slightly contrived, but the tone and depth of the movie takes a daring plunge for the good.<br /><br />What may have been light-hearted and superficial, quickly switches gear with the a superb dysfunctional couple scene that leaves the viewer riveted for minutes, seeing the love or lack thereof, the pain, the confusion, the hope, the needs and escape mechanisms develop through minutes different rooms of the house and down to the street and eventually below... What a scene (!) , but there will be others as effective to follow and strengthen the strong characterization and directing displayed in this slice of life affair.<br /><br />Moving along, a woman has lost the husband she loved and inherited his kids and his taxi, while another has completely lost her husband emotionally, sexually, intellectually, but not physically. A ghost, a pending divorce<U+0085> reproach, regret & remorse. A new love? Can you love a mirage? Can you love the person in the mirror? Can you love someone you can't love? Or think you can't love? Can you love and live life even though it will always be somewhat hopeless? Yet isn't it exactly these hopes and dreams that keep us here grounded and in a spectrum of relative happiness? A lot of deep themes emerge and the final act brings people and ideas together to coalesce in an existential crisis with no clear cut solution, definitive decision or effective healing. Maybe a elusive thought, a fleeting feeling, but a lasting appreciation of life and of the artistry and intellect of the film. Live. Live again. Rewind the reel. Unveil the real, the important; the big stones (piedras) of life. The rest is just details.",1
"1079","Great entertainment from start to the end. Wonderful performances by Belushi, Beach, Dalton & Railsback. Some twists and many action scenes. The movie was made for me! Funny lines in the screenplay, good music. Dalton as the tough sheriff and Railsback as ""redneck-villain"". I must recommend this film to every action-adventure fan! 10/10",1
"1080","I first saw Thief as a child which makes me almost as old as the Jinn I guess. As any kid would be, I was delighted with the imagination, inventiveness and energy of the film. Several years later, I realized how much of the satire and wit of the script I had missed on that first viewing. I have never passed up an opportunity to watch it throughout the intervening years. In addition to the script, the production transcends the fantasy genre. This is Korda, the storyteller at his very best. When you see Thief as a child you know that you`ve had a great time. When you see Thief as an adult you know that you`ve seen a masterpiece. It`s as timeless as the story it treats. An amazing work.<br /><br />Thomas McCarthy",1
"1081","In Black Mask, Jet Li plays a bio-engineered super-killer turned pacifist, who has to fight against other super-killers. Bad plot, bad sfx(60 million dollar budget), but the fighting scenes were excellent! Jet Li is the greatest martial-arts star alive!",1
"1082","This is without doubt the best documentary ever produced giving an accurate and epic depiction of World War 2 from the invasion of Poland in 1939 to the end of the war in 1945.<br /><br />Honest and to the point, this documentary presents views from both sides of the conflict giving a very human face to the war. At the same time tactics and the importance of Battles are not overlooked, much work has been put into the giving a detailed picture of the war and in particularly the high, low and turning points in the allies fortunes. Being a British produced documentary this 26 part series focus is mainly on Britain, but Russia and America's contribution are not skimmed over this is but one such advantage of a series of such length.<br /><br />Another worthy mention is the score, the music and the whole feel of the documentary is one of turmoil, struggle and perseverance. Like a film this series leaves the viewer in no doubt of the hardship faced by the allies and the Germans during the war, its build to a climax at the end of every episode, which serves to layer the coarse of the second world war. After watching all 26 the viewer is left with an extensive knowledge about the war and astonished at just how much we owe to the members of the previous generation.",1
"1083","In Rosenstrasse, Margarethe von Trotta blends two stories to create a vibrant tapestry of love and courage. The film depicts a family drama of estrangement between a mother and her daughter, and the story of German women who staged a protest on Rosenstrasse to free their Jewish husbands from certain extermination. In addition to the dramatization of historical events, the focus of the film is on the saving of a child from the Holocaust by a German and the result of the child's experience of losing her mother. While Ms. von Trotta shows that the courage of a small number of Germans made a difference, she does not use it to excuse German society. Indeed, she shows how in the midst of torture and extermination, the wealthy artists and intellectuals of German high society went on about their lives and parties, oblivious to the suffering.<br /><br />Rosenstrasse opens in New York as a Jewish widow Ruth Weinstein (Jutta Lampe) decides to sit Shiva, a seven-day period of mourning that takes place following a funeral in which Jewish family members devote full attention to remembering and mourning the deceased. When her daughter Hannah (Maria Schrader), is forbidden to receive phone calls from her fiancé Luis (Fedja van Huet), a non-Jew, Hannah questions why her mother has suddenly decided to follow an Orthodox tradition that she previously rejected. When Ruth coldly rejects her cousin, Hannah questions her and learns about a woman named Lena who took Ruth in as a child when the latter's mother was deported and murdered by the Nazis, and she vows to find Lena and discover the secret of her mother's past.<br /><br />Her quest takes her to Berlin where she finds Lena (Doris Schade), now ninety years old, and interviews her on the pretext that she is a journalist researching certain aspects of the Holocaust. With unfailing memory, Lena tells her story of how, as a young 33-year old woman (Katja Reimann), she searched for her husband, Jewish pianist Fabian Israel Fischer (Martin Feifel), who disappeared and was presumed to have been imprisoned despite the protection normally given Jews in mixed marriages. Lena, in a radiant performance by Reimann, discovers that her husband and other Jews are being held prisoner in a former factory on the Rosenstrasse.<br /><br />Standing together in the freezing night, German women whose husband are missing congregate outside the building, their numbers growing daily until they reach one thousand shouting ""Give us back our husbands"". Lena finds Ruth (Svea Lohde), a young girl whose mother is in the building. She takes care of her, protecting her from the Gestapo and raising her after her mother is killed. Lena comes from an aristocratic German family and her brother, recently returned from Stalingrad, is a Wehrmacht officer. After being refused help from her father to free Fabian she enlists the aid of her brother who tells a fellow Officer, ""I know what they do to the Jews. I saw it"". Given his support, she is bold enough to bypass channels and go to the top where her beauty and charm prove irresistible for the Minister of Culture, Joseph Goebbels, a known womanizer. While this fictional part of the film has been criticized as degrading to the women protesters, it is a historical fact that Goebbels was very active in making the decisions affecting Rosenstrasse.<br /><br />The director Margarethe von Trotta, an activist, feminist, and intellectual, is no stranger to political drama. She directed a film about Socialist Rosa Luxembourg and Marianne and Julianne, a story of the relationship between two sisters, one of whom resorts to political violence to accomplish her liberal objectives. In Rosenstrasse, a film she worked on for eight years, she had to make compromises, adding the present day fictional element in order to have her film produced. That it works so well is a tribute to Ms. von Trotta's artistry and the beautiful screenplay by Pamela Katz whose father was a refugee from Leipzig. The events at Rosenstrasse give the lie to Germans, who say, ""there was nothing we could do"". Now von Trotta has shown the opposite to be true, that something could be done to resist the Nazis. It is tragic that the example did not catch on.",1
"1084","The third installment of the ""Carnosaur"" trilogy features a bunch of Keystone Kops-quality military commandos trying to kill two Velociraptors and a T-Rex. I give it a 4 out of sheer sympathy and my affinity for dinosaurs. The movie is definitely the worst of the trilogy, it really can't be taken seriously. More significantly, however, watching this movie I can't help but notice some interesting parallels between the ""Carnosaur"" and ""Xtro"" trilogies. The first installment in both franchises is a dark, disturbing film that has become a cult classic, the second is an ""Alien"" ripoff, and the third is a tongue-in-cheek, almost slapstick (whether intentional or not) movie that has you rolling on the floor laughing. Also, like the ""Xtro"" franchise, all the ""Carnosaur"" movies are completely unrelated to one another. They they only carry the franchise name to drum up interest in the ""sequels,"" I guess. Obviously ""Carnosaur"" and ""Xtro"" have two different production groups at work here, but if you've seen all three movies of both franchises you find yourself referring back and forth between the two.",0
"1085","Walter Matthau and George Burns were a famous vaudeville comedy act, Lewis and Clark, who haven't spoken in over 10 years. Burns retired and Matthau took it personally and has held a grudge ever since. Such is the premise of this hilarious Neil Simon play made into a movie. Of course, what makes it so good is Matthau and Burns in their prime, and the material is funnier than anything you can find today. Richard Benjamin shines as Matthau's nephew and agent. There's even old clips of actual stars of the golden era to get you into the groove of the film, and character actor Fritz Feld starts it all off with a ""pop."" Rosetta LaNoire, who started out in the 30s in theater with Orson Welles and later was Grandma on ""Family Matters,"" is great in a small role.<br /><br />The only problem I had with it (and maybe I'm being too picky and/or serious) is the way Matthau treats Burns when they first meet. Granted, he's had a lot of resentment festering in all these years, but some of the things he does would be considered rude or just plain bad manners taken out of context. Also, I'm used to seeing Matthau act that way in other movies, but not to George Burns. And, Matthau's bellowing tends to get a little old. <br /><br />All in all, if you need a consistently funny film to help and forget your troubles, put in ""The Sunshine Boys."" They'll lift your spirits and make you think of a simpler time and way of life.<br /><br />Benjamin: ""You have to slide it."" <br /><br />Matthau: ""Wait, wait. I think you have to slide it.""",1
"1086","Gung Ho tries to express many ideas and entertain us with a wiseguy comedy at the same time. The result is uneven, but generally entertaining. Keaton balances all three aspects of his lead character quite well. Wantabedde is even better. One warning: George Wendt is very poor in his supporting role. Otherwise, this is quite enjoyable time capsule.",1
"1087","The movie is a real show of how unemotional and selfish the upper society has become. It has plenty of characters and each and every character is representing a different category of person. No character is 100% good and moral unlike the heroes of all the typical Indian movies and no character is 100% bad rather all are just different. The movie is a very perfect mixture of emotions, drama and entertainment. For the very first time i liked a movie that has raised some social questions. I would recommend all to see the movie. Madhavi Sharma is a journalist who covers those hip-shaking parties of Bollywood for the Page 3 of the newspaper but this is the story of how she becomes a crime reporter for the newspaper. But this is not all, then it shows how she couldn't survive there and when she helped rescue some innocent children, how brutally her voice is suppressed. Even she is fired from the job. Then she couldn't find a job of crime reporter and has to do Page 3 again. Not only her but a very very large number of characters are interwoven in the movie and all gives different feeling while watching the movie. I would really congratulate the director for making such a great movie. Please do not afford to miss it.",1
"1088","Timeless musical gem, with Gene Kelly in top form, stylish direction by Vincente Minnelli, and wonderful musical numbers. It is great entertainment from start to finish, one of those films that people watch with a smile and say ""they don't make 'em like they used to!"" But they never did quite make them like this. The climactic 25 minute musical sequence without any dialogue is among the most beautiful in film history. Movie magic, clearly derived from the heart and soul of everyone involved. A must see!",1
"1089","I went to this movie expecting an artsy scary film. What I got was scare after scare. It's a horror film at it's core. It's not dull like other horror films where a haunted house just has ghosts and gore. This film doesn't even show you the majority of the deaths it shows the fear of the characters. I think one of the best things about the concept where it's not just the house thats haunted its whoever goes into the house. They become haunted no matter where they are. Office buildings, police stations, hotel rooms... etc. After reading some of the external reviews I am really surprised that critics didn't like this film. I am going to see it again this week and am excited about it.<br /><br />I gave this film 10 stars because it did what a horror film should. It scared the s**t out of me.",1
"1090","Having not seen the previous two in the trilogy of Bourne movies, I was a little reluctant to watch The Bourne Ultimatum.<br /><br />However it was a very thrilling experience and I didn't have the problem of not understanding what was happening due to not seeing the first two films. Each part of the story was easy to understand and I fell in love with The Bourne Ultimatum before it had reached the interval! I don't think I have ever watched such an exquisitely made, and gripping film, especially an action film. Since I usually shy away from action and thriller type movies, this was such great news to me. Ultimatum is one of the most enthralling films, it grabs your attention from the first second till the last minute before the credits roll.<br /><br />Matt Damon was simply fantastic as his role as Jason Bourne. I've heard a lot about his great performances in the Bourne 1+2, and now, this fabulous actor has one more to add to his list. I look forward to seeing more of his movies in the future.<br /><br />The stunts were handled with style - each one was done brilliantly and I was just shocked by the impressiveness of this movie. Well done.",1
